date,fund,fund_id,universe,method,weight_effective_date,portfolio_lagged_sentiment,total_equity_weight,observed_equity_weight,missing_equity_weight,sentiment_weight_coverage,observed_sector_count,missing_sector_count,latest_signal_source_date
2023-03-10,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.08901315865678956,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-09
2023-03-13,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.13815457836330552,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-10
2023-03-14,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.11200435117659653,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-13
2023-03-15,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.10445643792064738,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-14
2023-03-16,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.11007850027628922,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-15
2023-03-17,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.10094576625312718,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-16
2023-03-20,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.07984150770880614,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-17
2023-03-21,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.13766371594719493,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-20
2023-03-22,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.1623944112194146,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-21
2023-03-23,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.10246413429603231,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-22
2023-03-24,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.12160086979701841,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-23
2023-03-27,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.1272520719750128,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-24
2023-03-28,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.10888766656329492,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-27
2023-03-29,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.20599943363808462,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-28
2023-03-30,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.09306102985958795,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-29
2023-03-31,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.16497964663313833,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-30
2023-04-03,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-03-02,0.13686141353858114,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-03-31
2023-04-04,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.09513188130521143,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-03
2023-04-05,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.12534606895670813,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-04
2023-04-06,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.09407348744409129,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-05
2023-04-10,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.16373111886957334,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-06
2023-04-11,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.1387342223293576,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-10
2023-04-12,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.08826189823468408,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-11
2023-04-13,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.11932105276025608,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-12
2023-04-14,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.05344742614847616,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-13
2023-04-17,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.11052839311438402,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-14
2023-04-18,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.10230723215379922,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-17
2023-04-19,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.08801945307342354,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-18
2023-04-20,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.13158451597785192,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-19
2023-04-21,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.09381404280942941,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-20
2023-04-24,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.10539075396731314,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-21
2023-04-25,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.11218572634609762,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-24
2023-04-26,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.0893071645882405,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-25
2023-04-27,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.09587289653526349,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-26
2023-04-28,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.09078790332057698,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-27
2023-05-01,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-04-04,0.09390813439708211,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-04-28
2023-05-02,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.06519350283177197,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-01
2023-05-03,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.05719358508194102,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-02
2023-05-04,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.03949809074673044,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-03
2023-05-05,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.0797937686174534,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-04
2023-05-08,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.11738934011737151,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-05
2023-05-09,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.13123995835165767,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-08
2023-05-10,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.10751746290352562,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-09
2023-05-11,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.08391968787096987,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-10
2023-05-12,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.16355088502183404,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-11
2023-05-15,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.11795176703028686,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-12
2023-05-16,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.11270300850861098,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-15
2023-05-17,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.09111358187061422,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-16
2023-05-18,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.058225823916630295,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-17
2023-05-19,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.08809696339519706,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-18
2023-05-22,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.0975611082046305,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-19
2023-05-23,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.09756151393253329,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-22
2023-05-24,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.07118957389375899,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-23
2023-05-25,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.0566065509222009,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-24
2023-05-26,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.10368623954333626,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-25
2023-05-30,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.13348510326614,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-26
2023-05-31,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.12583055266389978,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-30
2023-06-01,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-05-02,0.16230830889942222,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-05-31
2023-06-02,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.1107831320453654,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-01
2023-06-05,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.08837205234481665,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-02
2023-06-06,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.08608931653196382,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-05
2023-06-07,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.1463189094268401,0.8333333333333305,0.7463016036961315,0.08703172963719896,0.8955619244353609,9,1,2023-06-06
2023-06-08,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.22120303940586053,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-07
2023-06-09,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.08799513657418191,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-08
2023-06-12,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.10056895240589304,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-09
2023-06-13,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.11088765066992773,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-12
2023-06-14,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.11456990187393377,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-13
2023-06-15,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.21235840482742244,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-14
2023-06-16,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.08441961093051915,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-15
2023-06-20,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.10140972927111548,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-16
2023-06-21,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.05527146574294445,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-20
2023-06-22,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.09159811384148438,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-21
2023-06-23,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.1227673154094638,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-22
2023-06-26,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.09239628145852159,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-23
2023-06-27,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.15500730188796705,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-26
2023-06-28,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.1697489560837857,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-27
2023-06-29,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.09402347332286665,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-28
2023-06-30,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.10581296006374881,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-29
2023-07-03,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-06-02,0.02958001368515408,0.8333333333333305,0.8333333333333305,0.0,1.0,10,0,2023-06-30
2023-07-05,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.1432522244251314,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-03
2023-07-06,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.19845177699497407,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-05
2023-07-07,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.12249448532079177,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-06
2023-07-10,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.07030391820750304,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-07
2023-07-11,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.12306273768771611,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-10
2023-07-12,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.1056908704159715,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-11
2023-07-13,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.12364452936947111,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-12
2023-07-14,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.10484076992082803,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-13
2023-07-17,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.095397451328636,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-14
2023-07-18,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.07540789631890758,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-17
2023-07-19,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.1315599778121335,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-18
2023-07-20,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.10657442581830723,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-19
2023-07-21,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.08932807947330161,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-20
2023-07-24,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.06251127429560459,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-21
2023-07-25,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.1337719028118048,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-24
2023-07-26,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.060933394103669304,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-25
2023-07-27,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.09895637062604754,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-26
2023-07-28,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.10104263403858772,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-27
2023-07-31,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.13992982253492334,0.8333333333333299,0.8333333333333299,0.0,1.0,10,0,2023-07-28
2023-08-01,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-07-05,0.1692421341411595,0.8333333333333299,0.7540075577033845,0.07932577562994547,0.904809069244065,9,1,2023-07-31
2023-08-02,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.17165893539359148,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-01
2023-08-03,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.07562208713098965,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-02
2023-08-04,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.06633605021560969,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-03
2023-08-07,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.029963034881620165,0.833333333333331,0.748354996055954,0.08497833727737703,0.8980259952671473,9,1,2023-08-04
2023-08-08,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.05702532545239907,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-07
2023-08-09,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.10219893904002887,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-08
2023-08-10,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.1027253977069617,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-09
2023-08-11,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.11402925287361819,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-10
2023-08-14,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.15324936372076067,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-11
2023-08-15,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.15165153436844386,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-14
2023-08-16,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.05660957045227936,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-15
2023-08-17,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.11302097200568331,0.833333333333331,0.748354996055954,0.08497833727737703,0.8980259952671473,9,1,2023-08-16
2023-08-18,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.09353320410508767,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-17
2023-08-21,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.11488018614168345,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-18
2023-08-22,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.07333671962171606,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-21
2023-08-23,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.04493760892569202,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-22
2023-08-24,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.11885276751576027,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-23
2023-08-25,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.10126754087362165,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-24
2023-08-28,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.0859866395259375,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-25
2023-08-29,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.13781779846120998,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-28
2023-08-30,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.10029007468242297,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-29
2023-08-31,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.1482463786241612,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-30
2023-09-01,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-08-02,0.15052201071799026,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-08-31
2023-09-05,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.18532362454193002,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-01
2023-09-06,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.12976179764545054,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-05
2023-09-07,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.17310604497288268,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-06
2023-09-08,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.12202815405943555,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-07
2023-09-11,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.14200514073321863,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-08
2023-09-12,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.1054252439865965,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-11
2023-09-13,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.03976728837025788,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-12
2023-09-14,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.11664926370446613,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-13
2023-09-15,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.125025451349541,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-14
2023-09-18,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.08141843878853683,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-15
2023-09-19,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.12811757187590522,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-18
2023-09-20,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.13288121191666005,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-19
2023-09-21,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.08291657727535937,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-20
2023-09-22,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.12042801525284023,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-21
2023-09-25,Sentiment-Tilted Equal Weight,combined_sentiment_tilt,Combined,sentiment_tilt,2023-09-05,0.086526588385602,0.833333333333331,0.833333333333331,0.0,1.0,10,0,2023-09-22
