effective_date,fund,fund_id,universe,method,allocation_group,target_weight
2023-12-04,Equity-Only Maximum Sharpe,equity_max_sharpe,Equity-only,max_sharpe,Industrials,0.1773881622847488
2023-12-04,Equity-Only Maximum Sharpe,equity_max_sharpe,Equity-only,max_sharpe,Materials,1.9251603436780332e-16
2023-12-04,Equity-Only Maximum Sharpe,equity_max_sharpe,Equity-only,max_sharpe,RealEstate,0.0
2023-12-04,Equity-Only Maximum Sharpe,equity_max_sharpe,Equity-only,max_sharpe,Tech,0.2999999999999994
2023-12-04,Equity-Only Maximum Sharpe,equity_max_sharpe,Equity-only,max_sharpe,Utilities,0.0999999999999998
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.11045351428665354
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.2361528145394752
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,2.0435974624701803e-16
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,4.611076715733532e-17
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.3482946497044789
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.09172237368660961
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.13709411575530928
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.07628253202747234
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,5.053484962614644e-16
2021-01-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,1.985014143833534e-16
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.11830524582130073
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.22802664523777857
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,4.2492802607364045e-17
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,1.168873221971839e-16
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.3362041669789287
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.10765219493760872
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.12818858589588453
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.08162316112849809
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,1.536909070555808e-17
2021-02-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.0
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.10792353446776401
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.20965896991897331
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,1.336551082944541e-16
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.0
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.33451439206486994
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.09869893102296474
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.13212425552209697
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.11707991700333023
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,1.6701431150976114e-16
2021-03-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,3.9338837627078714e-18
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.2631606818273362
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.23853860080649217
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,5.875293950042882e-17
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,2.800531690368942e-17
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.2094870994957045
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.10498248701839262
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.0006559919387301275
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.12366195300654874
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,3.4099317095919956e-17
2021-04-05,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.05951318590679482
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.2387846283192863
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.23131473623037435
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,9.601154165263803e-17
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,5.495454492602826e-17
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.23843807705495834
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.07080797160041284
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,0.0017019865408764762
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.06593051568635426
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,1.3631153928182198e-16
2021-05-04,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.1530220845677367
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.2356350100221189
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.2106611879545394
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,7.553183939032593e-17
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,7.382574530460133e-17
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.2253443006192281
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.08498806265083192
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,3.775134611699809e-17
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.08910051517675732
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,4.1870611249217417e-17
2021-06-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.1542709235765238
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.2378776635583625
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.17954174718334748
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,1.9279887363634004e-17
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.020859484986889134
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.20539166505140233
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.09462522843622506
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,2.0547005308587434e-17
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.15850936841088406
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,0.007271206665598225
2021-07-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.09592363570729047
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.24355583226871882
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Consumer,0.1730534884938974
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Energy,3.795675126734038e-17
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Financials,0.022522774467508652
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Healthcare,0.20913332944496238
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Industrials,0.0881161811067119
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Materials,6.922912909995564e-17
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,RealEstate,0.1699069749427659
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Tech,0.0020039240880688177
2021-08-03,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Utilities,0.09170749518736541
2021-09-02,Equity-Only Minimum Variance,equity_min_variance,Equity-only,min_variance,Comm,0.24258912292772192
