metric,combined_equal_weight,sentiment_tilted_equal_weight,tilted_minus_base
annualized_return,0.15466103431924805,0.1520674200854668,-0.0025936142337812385
annualized_volatility,0.21460290335635582,0.2143073149492309,-0.0002955884071249304
sharpe_ratio,0.7777454418474012,0.7680262574730791,-0.009719184374322176
maximum_drawdown,-0.2773841419836084,-0.2756544901845205,0.0017296517990879057
growth_of_1,1.5359327087549932,1.525660301736323,-0.01027240701867016
